srcStateName,srcYear,Country,StateCode,StateName,TotalPopulation,YearCode,TotalPopulationUrban,Year,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea
Himachal Pradesh,1998-99,India,2,HIMACHAL PRADESH,6864602,1998,688552,"Financial Year (Apr - Mar), 1998",6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.550697e+06,4577827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,1999-00,India,2,HIMACHAL PRADESH,6864602,1999,688552,"Financial Year (Apr - Mar), 1999",6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.550697e+06,4577827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2000-01,India,2,HIMACHAL PRADESH,6864602,2000,688552,"Financial Year (Apr - Mar), 2000",6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.550697e+06,4577827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2001-02,India,2,HIMACHAL PRADESH,6864602,2001,688552,"Financial Year (Apr - Mar), 2001",6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.550697e+06,4577827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2002-03,India,2,HIMACHAL PRADESH,6864602,2002,688552,"Financial Year (Apr - Mar), 2002",6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.550697e+06,4577827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2003-04,India,2,HIMACHAL PRADESH,6864602,2003,688552,"Financial Year (Apr - Mar), 2003",6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.550697e+06,4577827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2004-05,India,2,HIMACHAL PRADESH,6864602,2004,688552,"Financial Year (Apr - Mar), 2004",6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.550697e+06,4577827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2005-06,India,2,HIMACHAL PRADESH,6864602,2005,688552,"Financial Year (Apr - Mar), 2005",6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.550697e+06,4577827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2006-07,India,2,HIMACHAL PRADESH,6864602,2006,688552,"Financial Year (Apr - Mar), 2006",6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.550697e+06,4577827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2007-08,India,2,HIMACHAL PRADESH,6864602,2007,688552,"Financial Year (Apr - Mar), 2007",6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.550697e+06,4577827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2008-09,India,2,HIMACHAL PRADESH,6864602,2008,688552,"Financial Year (Apr - Mar), 2008",6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.550697e+06,4577827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2009-10,India,2,HIMACHAL PRADESH,6864602,2009,688552,"Financial Year (Apr - Mar), 2009",6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.550697e+06,4577827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2010-11,India,2,HIMACHAL PRADESH,6864602,2010,688552,"Financial Year (Apr - Mar), 2010",6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.550697e+06,4577827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2011-12,India,2,HIMACHAL PRADESH,6864602,2011,688552,"Financial Year (Apr - Mar), 2011",6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.550697e+06,4577827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2012-13,India,2,HIMACHAL PRADESH,6864602,2012,688552,"Financial Year (Apr - Mar), 2012",6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.550697e+06,4577827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2013-14,India,2,HIMACHAL PRADESH,6864602,2013,688552,"Financial Year (Apr - Mar), 2013",6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.550697e+06,4577827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2014-15,India,2,HIMACHAL PRADESH,6864602,2014,688552,"Financial Year (Apr - Mar), 2014",6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.550697e+06,4577827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2015-16,India,2,HIMACHAL PRADESH,6864602,2015,688552,"Financial Year (Apr - Mar), 2015",6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.550697e+06,4577827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2016-17,India,2,HIMACHAL PRADESH,6864602,2016,688552,"Financial Year (Apr - Mar), 2016",6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.550697e+06,4577827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2017-18,India,2,HIMACHAL PRADESH,6864602,2017,688552,"Financial Year (Apr - Mar), 2017",6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.550697e+06,4577827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2018-19,India,2,HIMACHAL PRADESH,6864602,2018,688552,"Financial Year (Apr - Mar), 2018",6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.550697e+06,4577827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2019-20,India,2,HIMACHAL PRADESH,6864602,2019,688552,"Financial Year (Apr - Mar), 2019",6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.550697e+06,4577827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,1991-92,India,1,JAMMU AND KASHMIR,12265703,1991,3371233,"Financial Year (Apr - Mar), 1991",8894470,6483156,1825543,4657613,5782547,1545690,4236857,2079191,557090,1522101,121337,2.2139742e+06,2335311.25,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.9789031237898541,1,0.9754803834735946,1,0.9756576309919112,1
Jammu and Kashmir,1991-92,India,37,LADAKH,274289,1991,62009,"Financial Year (Apr - Mar), 1991",212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.324,58265.32421875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.02187313995096647590,1,0.01806135425350150091,1,0.02331018200785131908,1,0.02360814420432078015,1,0.02177811953262940169,1,0.02432355264555346378,1,0.01992057734810375453,1,0.01363511346428368592,1,0.02219374325961343847,1,0.01898946796273351709,1,0.01623740695939323839,1,0.01999287900161799900,1,0.021096876210145863,1,0.02451961652640545,1,0.02434236900808886,1
Jammu and Kashmir,1992-93,India,1,JAMMU AND KASHMIR,12265703,1992,3371233,"Financial Year (Apr - Mar), 1992",8894470,6483156,1825543,4657613,5782547,1545690,4236857,2079191,557090,1522101,121337,2.2139742e+06,2335311.25,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.9789031237898541,1,0.9754803834735946,1,0.9756576309919112,1
Jammu and Kashmir,1992-93,India,37,LADAKH,274289,1992,62009,"Financial Year (Apr - Mar), 1992",212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.324,58265.32421875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.02187313995096647590,1,0.01806135425350150091,1,0.02331018200785131908,1,0.02360814420432078015,1,0.02177811953262940169,1,0.02432355264555346378,1,0.01992057734810375453,1,0.01363511346428368592,1,0.02219374325961343847,1,0.01898946796273351709,1,0.01623740695939323839,1,0.01999287900161799900,1,0.021096876210145863,1,0.02451961652640545,1,0.02434236900808886,1
Jammu and Kashmir,1993-94,India,1,JAMMU AND KASHMIR,12265703,1993,3371233,"Financial Year (Apr - Mar), 1993",8894470,6483156,1825543,4657613,5782547,1545690,4236857,2079191,557090,1522101,121337,2.2139742e+06,2335311.25,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.9789031237898541,1,0.9754803834735946,1,0.9756576309919112,1
Jammu and Kashmir,1993-94,India,37,LADAKH,274289,1993,62009,"Financial Year (Apr - Mar), 1993",212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.324,58265.32421875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.02187313995096647590,1,0.01806135425350150091,1,0.02331018200785131908,1,0.02360814420432078015,1,0.02177811953262940169,1,0.02432355264555346378,1,0.01992057734810375453,1,0.01363511346428368592,1,0.02219374325961343847,1,0.01898946796273351709,1,0.01623740695939323839,1,0.01999287900161799900,1,0.021096876210145863,1,0.02451961652640545,1,0.02434236900808886,1
Jammu and Kashmir,1994-95,India,1,JAMMU AND KASHMIR,12265703,1994,3371233,"Financial Year (Apr - Mar), 1994",8894470,6483156,1825543,4657613,5782547,1545690,4236857,2079191,557090,1522101,121337,2.2139742e+06,2335311.25,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.9789031237898541,1,0.9754803834735946,1,0.9756576309919112,1
Jammu and Kashmir,1994-95,India,37,LADAKH,274289,1994,62009,"Financial Year (Apr - Mar), 1994",212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.324,58265.32421875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.02187313995096647590,1,0.01806135425350150091,1,0.02331018200785131908,1,0.02360814420432078015,1,0.02177811953262940169,1,0.02432355264555346378,1,0.01992057734810375453,1,0.01363511346428368592,1,0.02219374325961343847,1,0.01898946796273351709,1,0.01623740695939323839,1,0.01999287900161799900,1,0.021096876210145863,1,0.02451961652640545,1,0.02434236900808886,1
Jammu and Kashmir,1995-96,India,37,LADAKH,274289,1995,62009,"Financial Year (Apr - Mar), 1995",212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.324,58265.32421875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.02187313995096647590,1,0.01806135425350150091,1,0.02331018200785131908,1,0.02360814420432078015,1,0.02177811953262940169,1,0.02432355264555346378,1,0.01992057734810375453,1,0.01363511346428368592,1,0.02219374325961343847,1,0.01898946796273351709,1,0.01623740695939323839,1,0.01999287900161799900,1,0.021096876210145863,1,0.02451961652640545,1,0.02434236900808886,1
Jammu and Kashmir,1995-96,India,1,JAMMU AND KASHMIR,12265703,1995,3371233,"Financial Year (Apr - Mar), 1995",8894470,6483156,1825543,4657613,5782547,1545690,4236857,2079191,557090,1522101,121337,2.2139742e+06,2335311.25,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.9789031237898541,1,0.9754803834735946,1,0.9756576309919112,1
Jammu and Kashmir,1996-97,India,1,JAMMU AND KASHMIR,12265703,1996,3371233,"Financial Year (Apr - Mar), 1996",8894470,6483156,1825543,4657613,5782547,1545690,4236857,2079191,557090,1522101,121337,2.2139742e+06,2335311.25,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.9789031237898541,1,0.9754803834735946,1,0.9756576309919112,1
Jammu and Kashmir,1996-97,India,37,LADAKH,274289,1996,62009,"Financial Year (Apr - Mar), 1996",212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.324,58265.32421875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.02187313995096647590,1,0.01806135425350150091,1,0.02331018200785131908,1,0.02360814420432078015,1,0.02177811953262940169,1,0.02432355264555346378,1,0.01992057734810375453,1,0.01363511346428368592,1,0.02219374325961343847,1,0.01898946796273351709,1,0.01623740695939323839,1,0.01999287900161799900,1,0.021096876210145863,1,0.02451961652640545,1,0.02434236900808886,1
Jammu and Kashmir,1997-98,India,37,LADAKH,274289,1997,62009,"Financial Year (Apr - Mar), 1997",212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.324,58265.32421875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.02187313995096647590,1,0.01806135425350150091,1,0.02331018200785131908,1,0.02360814420432078015,1,0.02177811953262940169,1,0.02432355264555346378,1,0.01992057734810375453,1,0.01363511346428368592,1,0.02219374325961343847,1,0.01898946796273351709,1,0.01623740695939323839,1,0.01999287900161799900,1,0.021096876210145863,1,0.02451961652640545,1,0.02434236900808886,1
Jammu and Kashmir,1997-98,India,1,JAMMU AND KASHMIR,12265703,1997,3371233,"Financial Year (Apr - Mar), 1997",8894470,6483156,1825543,4657613,5782547,1545690,4236857,2079191,557090,1522101,121337,2.2139742e+06,2335311.25,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.9789031237898541,1,0.9754803834735946,1,0.9756576309919112,1
Jammu and Kashmir,1998-99,India,1,JAMMU AND KASHMIR,12265703,1998,3371233,"Financial Year (Apr - Mar), 1998",8894470,6483156,1825543,4657613,5782547,1545690,4236857,2079191,557090,1522101,121337,2.2139742e+06,2335311.25,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.9789031237898541,1,0.9754803834735946,1,0.9756576309919112,1
Jammu and Kashmir,1998-99,India,37,LADAKH,274289,1998,62009,"Financial Year (Apr - Mar), 1998",212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.324,58265.32421875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.02187313995096647590,1,0.01806135425350150091,1,0.02331018200785131908,1,0.02360814420432078015,1,0.02177811953262940169,1,0.02432355264555346378,1,0.01992057734810375453,1,0.01363511346428368592,1,0.02219374325961343847,1,0.01898946796273351709,1,0.01623740695939323839,1,0.01999287900161799900,1,0.021096876210145863,1,0.02451961652640545,1,0.02434236900808886,1
Jammu and Kashmir,1999-00,India,1,JAMMU AND KASHMIR,12265703,1999,3371233,"Financial Year (Apr - Mar), 1999",8894470,6483156,1825543,4657613,5782547,1545690,4236857,2079191,557090,1522101,121337,2.2139742e+06,2335311.25,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.9789031237898541,1,0.9754803834735946,1,0.9756576309919112,1
Jammu and Kashmir,1999-00,India,37,LADAKH,274289,1999,62009,"Financial Year (Apr - Mar), 1999",212280,156756,40642,116114,117533,21367,96166,40247,9195,31052,2615,55650.324,58265.32421875,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.02187313995096647590,1,0.01806135425350150091,1,0.02331018200785131908,1,0.02360814420432078015,1,0.02177811953262940169,1,0.02432355264555346378,1,0.01992057734810375453,1,0.01363511346428368592,1,0.02219374325961343847,1,0.01898946796273351709,1,0.01623740695939323839,1,0.01999287900161799900,1,0.021096876210145863,1,0.02451961652640545,1,0.02434236900808886,1
Jammu and Kashmir,2000-01,India,1,JAMMU AND KASHMIR,12265703,2000,3371233,"Financial Year (Apr - Mar), 2000",8894470,6483156,1825543,4657613,5782547,1545690,4236857,2079191,557090,1522101,121337,2.2139742e+06,2335311.25,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,2,1,0.97812686004903352410,1,0.98193864574649849909,1,0.97668981799214868092,1,0.97639185579567921985,1,0.97822188046737059831,1,0.97567644735444653622,1,0.98007942265189624547,1,0.98636488653571631408,1,0.97780625674038656153,1,0.98101053203726648291,1,0.98376259304060676161,1,0.98000712099838200100,1,0.9789031237898541,1,0.9754803834735946,1,0.9756576309919112,1
